,Unnamed: 0.1,Unnamed: 0,id,sentiment,text,topic,ip
43,43.0,,1655691397733777409,-1,"@est_omega @gruy_r @Xeno_LK Bien que les types de Nen et les Stands puissent avoir des similitudes dans leur association avec la personnalité ou l'âme de leur utilisateur, ils sont fondamentalement différents dans leur nature et leur place dans leur histoire respective, ça n’a aucun rapport",['inspiration'],37.65.51.45
44,44.0,,1655340103768702977,-1,@briceperrin Tous en vélo sinon c’est le goulag !,['velo'],37.65.51.45
45,45.0,,1657503014825910273,-1,Utilisez un vpn et choisissez un serveur hors UE car la commission européenne veut également censurer les contenus sur les réseaux sociaux et plus particulièrement Twitter. https://t.co/HWoUy3FYhj,['serveur'],37.65.51.45
46,46.0,,1655335275445248000,-1,"🪵 ""Des bâtons dans les routes""

➡ Les militants écologistes opposés à l'autoroute A133-A144 revendiquent une nouvelle forme d'activisme (@NelsonGetten) https://t.co/3p7NbjTFcw",['autoroute'],37.65.51.45
47,47.0,,1656577268318101504,-1,"Aurore Bergé estime que le ""drapeau européen donne de l'urticaire"" aux ""extrêmes""
https://t.co/z03Kv3oDFk https://t.co/LEEbGeXD8O","['cac_40', 'merdia', 'union_europeenne', 'papier_toilette']",37.65.51.45
48,48.0,,1656075418569433088,-1,"@JrmeSari1 @franceinfo @jnbarrot @Microsoft Tu bosses SUR windows, mais tu ne bosses pas POUR microsoft ?
C'est de la naïveté ou du déni ?
TOUS CEUX qui bossent en informatique AVEC Windows, bossent forcément, d'une manière ou d'une autre POUR microsoft, puisqu'aucun n'est en mesure de proposer une solution alternative.","['linux', 'informatique']",37.65.51.45
49,49.0,,1656071611496165380,-1,"@LeDevoir @melaniejoly  allez vous dire un beau bonjour de ma part au Nigéria, au Pakistan, au Qatar, et à l'Érythrée. Du bon monde, tsé qui ont à cœur la mission centrale de cet organe intergouvernemental? :)",['centrale'],37.65.51.45
50,50.0,,1657473224836358145,-1,@SamiSicot Tu voudrais lire quoi ? Genre t'as des équipes ou personnages que t'aimerais bien découvrir ?,['batman'],37.65.51.45
51,51.0,,1657057153507631104,-1,"Samuel Étienne il aime bien ✨️l'esprit d'internet ✨️ sauf quand ça l'arrange pas, bizarrement https://t.co/DYBbTzREbm",['internet'],37.65.51.45
52,52.0,,1656436870027309056,-1,@rerexnotvictus Grâce à l’Europe des noirs et des afghans pourront faire du comté AOP pour des bobos lgbt. La marque d’un grand progrès,"['comte', 'progres']",37.65.51.45
53,53.0,,1655340433596116992,-1,"@pbeyssac @vkaltenbronn J'ai vu un site e-commerce qui propose un service ou, tu donne les info de connexion de ta banque et sa se connecte tout seul pour à prirori effectuer un prélèvement... C'est assez flippant...",['banque'],37.65.51.45
54,54.0,,1655550783914405888,1,"Pour ceux qui se demandent: dans les comics, Krypto a été envoyé sur Terre lors d’un vol d’essai avant que ses parents envoient Kal-El, mais la fusée de Krypto a dérivé et a atterri sur Terre quand Clark était adolescent.

Donc il n’y a rien d’anormal à le voir dans le film ! https://t.co/jyy0Tn8awq https://t.co/6lGwbnEH2t",['derive'],37.65.51.45
55,55.0,,1656062951411920898,1,"@central_sage Cher central, il ya de garde-fous dans cette proposition de loi, pour protéger cela, l'officier de l'état civil détiendra un registre national dûment etabli par le ministre ayant les affaires coutumières dans ses attributions, ce registre sera établi par les experts et autorités",['registre'],37.65.51.45
56,56.0,,1657021492289318912,-1,"@unknoownquest_ Comme l'autre commentaire, la situation de Batman est aussi en train de changer depuis quelques temps selon moi. Beaucoup de gens le placent de plus en plus dans la catégorie d'un personnage politiquement de droite",['batman'],37.65.51.45
57,57.0,,1655722880150151170,0,"@Jumao66578119 @lessoulevements @JphTanguy En Guyane c est très fréquents, les mares temporaires sont souvent aux sommet des monts , ça formes de petites dépression,  mais bon la géologie est très diff et la pluviométrie bien supérieur. En France déjà vu ça a Saint Rémi les chevreuse.",['depression'],37.65.51.45
58,58.0,,1656807358058602496,-1,"@Tetrapharmak0n @mmtchi Ca se joue sur beaucoup de niveaux que le matrixage ...
Selon moi l'IA cest LA communication ultime vivant machine, entrainant toutes les dérives ou possibilités viables , en fonction de la chronologie elle sera soit destructrice, soit créatrice  🤷‍♂️","['reproduction', 'ultime']",37.65.51.45
59,59.0,,1656053968710115329,1,@svkine Pas besoin de prier pour ça ! Prie pour être en santé pour vivre ce changement de vie. L’explosion de tél est inévitable 😘,['explosion'],37.65.51.45
60,60.0,,1655343444166950912,-1,@L_ThinkTank Ce qui m'étonne c'est que Mr grossi connaît l'identité de ceux qui menace la centrale mais il reste muet.. dénonce les publiquement au lieu de faire de la politique,['centrale'],37.65.51.45
61,61.0,,1656434812536733696,-1,@polskicheee Ton allah est un incapable c'est tout. Il raconte a longueur de coran qu'il te facilite mais cest juste un gros mytho,['longueur'],37.65.51.45
62,62.0,,1655717295719677953,1,@mimss_01 C trop bien wsh t’es à 130 tt le long zig zag sur l’autoroute tu traces Nn le bonheur,['autoroute'],37.65.51.45
63,63.0,,1657163316052066304,-1,"tw potomanie

J'étais anxieuse toute la journée et finalement j'ai bu déjà pas mal de liquides. Dur d'arrêter, pas envie de sortir. 
Il est tout juste 19h, je vais me coucher bientôt, je pense. Arrêter la crise. 
Je ne vois pas d'autre façon de redescendre. https://t.co/VdmMVyVeAc",['internet'],37.65.51.45
64,64.0,,1656810544542695424,0,@hdystaifi Après elle avait pas l’aire d’être contre 😂 mais bon https://t.co/QBRviXWY0M,['eau'],37.65.51.45
65,65.0,,1655714487364640770,-1,"@Val_Plante Dans le fond c’est un rassemblement de plein de gens avec la maladie mentale de ne jamais en faire assez? 
Vous allez jaser de quoi? Comment faire encore plus chier votre peuple même si on est probablement déjà la place dans le monde la plus verte? Les pailles de plastiques eux?",['plastique'],37.65.51.45
66,66.0,,1656010263248658432,1,@DamidotValerie @SirYesSir29 Et du coup est ce que quelqu'un de profondément atteint s'est déjà positioné sur le marché de la lingerie perfectrice comestible ?,['lingerie'],37.65.51.45
67,67.0,,1655319520838311936,-1,"@yax33_ @rfors_one @nafsakk @3svn_ Peut importe le tueur le voleur le violeur, votre dieu a tuer sont fils pour le pardon c’est juste illogique personne ne portera le fardeau de l’un et de l’autre encore moins le pardon un vrais dieu n’a pas besoin de crucifier sont fils pour pardonner",['tueur'],37.65.51.45
68,68.0,,1657047076943847424,-1,"@SlimSheepy @pathefrance Bonjour, Pathe est incapable de résoudre le problème, le service client n’a aucune solution et aucune date. Les cinémas partenaires refusent l’accès contrairement aux termes du contrat. La seule solution est de résilier et d’exiger une importante compensation commerciale",['service_client'],37.65.51.45
69,69.0,,1655359043756490753,-1,@biobak64 Oui mais du coup autant juste ne pas enregistrer ces lignes là non ?,['bizarre'],37.65.51.45
70,70.0,,1656807915947163648,-1,"@SEOforSme @icembrero @Europarl_FR 😂😂
L'algérie a innondé les pays africains de petrodollars dans les années 80, elle a littéralement financé l'acceptation polisario par ces pays. Et maintenant ça joue les vierges effarouchées sous pretexte que ça n'a plus d'influence politique","['finance', 'pretexte']",37.65.51.45
71,71.0,,1657514919045079040,-1,"@Nookusu373 @restedignefrr2 Quand je vois ces épisodes catastrophiques, je comprend pourquoi j'ai une haine croissante envers cet animé et Studio Pierrot🗿",['studio'],37.65.51.45
72,72.0,,1444242379251363842,-1,"Partie 2 avec ma pute en lingerie : un bon 45 bien large sur la face , et un bon zob sroune dans la chatte. Suite sur : https://t.co/ZlWy0kIxIz https://t.co/RHycV8sK6f",['lingerie'],37.65.51.45
73,73.0,,1655902559486324738,-1,"La France est bel et bien en train de rejoindre le camp des démocraties « illibérales » juge Jean-François Bayart, professeur à l’IHEID, pour qui Emmanuel Macron vit dans une réalité parallèle et joue avec le feu.

https://t.co/gIh0E7NYAO",['melenchon'],192.168.1.254
74,74.0,,1655656286237720576,-1,"Ajoutez la pauvreté et la maladie mentale.

Qu'a-t-il bien pu arriver au Canada ?",['litterature'],192.168.1.254
75,75.0,,1656739083194957824,-1,"@tuttoto1 @RobyFranois2 @55Bellechasse @zerohedge @elonmusk Les médecins qu'ont vacciné et tué des gens ne vont pas admettre que le covid était une entube. Ceux qui gagnent bien leur vie à la NASA ou ESA ne vont pas s'en plaindre ni être suspicieux. La station internationale c'est 400kms, la lune 300.000","['esa', 'nasa']",192.168.1.254
76,76.0,,1656391326940758016,-1,"@JulienGorintin @JulienTedde @HertzienBaracca @Emericdevigan @frdossant Yes right!

Faudrait que je fasse un volet ""les dérives de l'ARENH"" :
- arbitrage marché
- arbitrage saisonnier
- volumes additionnels obtenus ( ex: 20 TWh)
-",['volet'],192.168.1.254
77,77.0,,1656941338036764672,1,"MATINEE POLITIQUE DE CE VENDREDI 12 MAI 2023 AU SIÈGE NATIONAL, @RFIAfrique ,@RFIAfrique ,@wembi_steve ,@USAmbDRC https://t.co/AMiBeeK7Lb",['racine'],192.168.1.254
78,78.0,,1655607712036651008,-1,Éthique: l’ex-PDG de la Caisse de dépôt Michael Sabia était prêt à fermer la filiale Otéra https://t.co/d3YeWbmHsa https://t.co/oxtdLNW5XO,['ethique'],192.168.1.254
79,79.0,,1656010235297890304,1,moi quand je vais ramener mon chat à mon mariage https://t.co/y8cic8eaeg,['cacahuete'],192.168.1.254
80,80.0,,1657499739888254976,-1,"À la réception de son arrêté préfectoral, 

Il a demis et faire emprisonner le doyen des  générations Tchagba et Blessoué,

Il a demis le président élu en organisant une autre élection clandestine et en imposant son fils biologique  et son neveu à la direction de la jeunesse. https://t.co/unwg91T7tJ",['clandestin'],192.168.1.254
81,81.0,,1655704461006831616,0,@dorrkrr @isk_zd Les liquides de plus de 100ml c’est interdit en cabine faut les mettres en soute,['cabine'],192.168.1.254
82,82.0,,1655682318839808000,-1,"@reponsedalarabi En Occident même pas besoin de se marier pour avoir des rapports avec une femme, ""petite amie"" ou ""maitresse"" suffit. Et une fois que l'homme en a fini avec elle, la jette comme un mouchoir usé.
Sans parler de ceux qui fréquentent des prostituées comme on va chez le coiffeur.",['coiffeur'],192.168.1.254
83,83.0,,1657006145603600384,1,@Bayeur1 Révolution de la modernité.,['modernite'],192.168.1.254
84,84.0,,1657141790648967170,-1,"@NieRAutoFana @wbgamesfr Nah Désoler mais Si la Switch est Très capable de Jouer Fnaf Security Breach (Qui a la Base est un énorme Jeux) Je pense pas Que Hogwarts Legacy ne serait pas Capable de être jouer sur Switch. Alors Ouais, svp FERME TA CRISSE DE GUEUL DE VACHE. merci.😄",['hogwarts_legacy'],192.168.1.254
85,85.0,,1657529865380175872,-1,"@HaaaaazLe @ActuL1_ @LesVioletsCom Bein si t'es musulman, la haine envers les gays c'est un péché mon gars et pk tu parles des juifs t'es bizarre toi",['bizarre'],192.168.1.254
86,86.0,,1657519051260805121,-1,"@David59166 @NicolasMayerNMR @FCRouen Je suis d’accord mais tu as bien lu ce que j’ai écrit ? Je te dit que le FCR est prit en otage donc soit vous manifestez pour pousser QRM dehors, soit vous vous refaites seuls. Aux supporters de faire leur choix. 1 stade de 8k places pour 3 clubs &amp; une agglo de 500k c’est absurde",['otage'],192.168.1.254
87,87.0,,1656620387478765569,-1,"L'obligation d'exposer le portrait de #Macron dans toutes les mairies relève du culte de la personnalité exploité à des fins de propagande.
Comme l'ont connu les pires dictatures, il faut vénérer, aduler, idolâtrer et glorifier le grand maître à l'égo surdimensionné !
#DirectAN",['macron'],192.168.1.254
88,88.0,,1656807746568683521,-1,"@MietteXIV @liz_churchill9 Les autodafés nazis vs la défense de la loi.
Revois ton histoire la baltringue
…les baltringues (je parle des 2 trumpistes)",['defense'],192.168.1.254
89,89.0,,1657343537296408577,1,"Ce week-end @warnerbrosfr vous fait gagner 30 lots de deux places pour le film The Flash, au cinéma le 14 juin ⚡️💥 

Pour participer : 

- Follow @ZLAN_FR 
- RT le tweet 
- Commente la publication avec #TheFlashMovie #Speedrun

T.A.S le 18/05/2023 https://t.co/mMs0Ck6C2z",['cinema'],192.168.1.254
90,90.0,,1657167390755487745,-1,@F3ARAN2LauGther C'est un piège temporel ce truc.,['piege'],192.168.1.254
91,91.0,,1655214739440500737,-1,"y en a ils aiment trop utiliser la carte de «c un rappel enft» pour cracher leur haine sans qu’on le leur reproche, on est pas bête hein on sait comment un rappel sincère est censé se faire et Allah sait ce qu’il y a dans vos cœurs, apaisez vos cœurs wAllah",['rappel'],192.168.1.254
92,92.0,,1656079935100911617,-1,@LePoint Quelle connasse parce que ses tailleurs couleur stabilo c'est mieux peut être.,['couleur'],192.168.1.254
93,93.0,,1657034796793561089,-1,"@55Bellechasse [ Je suis effrayé par toutes les personnes qui me disent d’être plus rationnel … quand je parle de l’homme sur la Lune ]

C'est qu'il existe 2 rationalités

1️⃣ Rationalité SOCIALE
On suit la réalité sociale ( = le troupeau)

2️⃣ Rationalité ABSOLUE
On suit la réalité réelle",['modernite'],192.168.1.254
94,94.0,,1657061297278648321,1,"🇫🇷 FLASH | « Il y a quelques années, je disais qu'il suffisait de traverser la rue, là il faut faire un mètre », a répondu Emmanuel #Macron à un homme cherchant du travail, lors d'une visite à Dunkerque. https://t.co/pfIiH392JE","['macdonald', 'entreprise', 'service_client', 'pole']",192.168.1.254
95,95.0,,1657533271771676673,1,@Busmandu91 Oui la Defense c'est un peu aberrant mais ça s'explique de façon assez rationnelle et in fine c'est plutôt dans l'intérêt de l'usager que ça soit partiellement en zone 1...,['defense'],192.168.1.254
96,96.0,,1656077007812263937,1,@Destan_DMR2 Mon compte en banque qui doit acheter ma voiture deadisland 2 et ghost of tsuchima 2 https://t.co/oM3RTGBcFS,['banque'],192.168.1.254
97,97.0,,1655269481764081667,1,"@Goldenhunter20 C'est cool, ça. On m'avait proposé. Faire du vélo collectif, ça ne pourrait que t'aider à relancer ta motivation.",['velo'],192.168.1.254
98,98.0,,1656442764274401282,-1,@12JaMor Bah we mais j’ai trop la flemme de payer le coiffeur en plus c’est sur il a augmenté avec l’inflation il va me dire 20€,"['inflation', 'coiffeur']",192.168.1.254
99,99.0,,1655718975848808450,-1,"Si ce nouveau déguisement l'amuse, pourquoi pas...  Mais ses conseillers devraient lui expliquer que les seules armes qui le menacent pour le moment étant des casseroles, des Boules Quies seraient plus adaptées à la situation... https://t.co/jBzvLTG8Ad",['science'],192.168.1.254
100,100.0,,1657136633957810178,-1,"@RFI Lorsque son pere etait encore president, leur economie etait encore un peu stable. C'est Ramaphosa qui est venu detruire leur economie",['stable'],192.168.1.254
101,101.0,,1656773744654778370,-1,"@assoCLER Et la quantité d'énergie produite, elle est stable ?🤡 https://t.co/bsqz0Ki8H8",['stable'],192.168.1.254
102,102.0,,1656083222361505794,-1,"LEURS TRONCHES DE DÉBILE 

LEUR PAPA ET LEUR MAMAN

LEUR ARBRE GÉNÉALOGIQUE

ON NIQUE TOUT TOUT TOUT 

👋🏻 🤡 

#CFMTL 💙🤍🖤",['twitch'],192.168.1.254
103,103.0,,1656770689322418178,-1,"@WilfridCoby @pierrejovanovic @verity_france @AldoSterone111 ""Une mesure qui entre dans le cadre des objectifs à atteindre en matière de sobriété énergétique."", comme les pailles et couvert en plastique😂 Heureusement n’empêche que toute les peurs &amp; dangers dont on nous écrase l'esprit n'en sont pas, sinon on serait mal, très mal barré 😓",['plastique'],192.168.1.254
104,104.0,,1656053410725068802,1,"Le S-300PMU-2, l'épine dorsale de la défense aérienne algérienne, est crucial. L'Algérie, bien que disposant de la force aérienne la plus capable d'Afrique, serait fortement surpassée en nombre en cas de conflit avec l'OTAN.",['crucial'],192.168.1.254
105,105.0,,1656057206402416642,-1,@FaxouFr_ Mbappé -2 à cause d’un match ???,['crucial'],192.168.1.254
106,106.0,,1657492868209016834,-1,"C'est épouvantable, je suis en 4eB, je ne serai jamais capable de l'utiliser sérieusement 🫣 https://t.co/3q0wngo2N5",['epouvantable'],192.168.1.254
107,107.0,,1655668660038500355,-1,"@auvergne_ag L'idéal Chevenementiste"" !?! Chevenement dit de la merde depuis au moins 2015 et son apport reste important par rapport a sa ""premiere""periode je trouve toujours très inquiétant de voir qqu'un citer son nom 4 ou 5 fois dans nye discussion, c'est une obsession ?",['inspiration'],192.168.1.254
108,108.0,,1655712903033487363,-1,@nometiente2 @VickyDavilaH Croissant 🥐 triste 😭,['croissant'],192.168.1.254
109,109.0,,1656804712606228482,-1,@DiomandeMevaly OUATTARA L’USURPATEUR DE SINDOU ENDETTE LA CÔTE D’IVOIRE 🇨🇮 AVEC L’ARGENT SALE DE LA BANQUE MONDIALE ET FMI POUR SURFACTURER LES PONTS LES ROUTES ETC ET S’ENRICHIR ET PLACER SON ARGENT DANS LES PARADIS FISCAUX ! IL FAUDRA UNE ENQUÊTE INTERNATIONAL SUR OUATTARA L’USURPATEUR !,['banque'],192.168.1.254
110,110.0,,1657474847667101698,1,Yes we #Nupes ✌🏽 https://t.co/fOc8VprFvW,['europe'],192.168.1.254
111,111.0,,1655196827069607938,1,"🚨 En plus de Milan Skriniar, le PSG explore d’autres pistes au poste de DC dont :

▫️Kim Min-Jae
▫️Josko Gvardiol
▫️Evan Ndicka

[@FabriceHawkins] https://t.co/jQS66VQDLk",['bizarre'],192.168.1.254
112,112.0,,1656069403304230917,1,et demain g entraînement mdrrr jv mourir,['entrainement'],192.168.1.254
113,113.0,,1655344194049769477,-1,"Malgré tout ce qu'on dit sur les diag HPI ces derniers temps, ce qu'on peut pas leur enlever c'est leur ego absolument monstrueux https://t.co/FMQguFJeYq",['college'],192.168.1.254
114,114.0,,1656947777534918661,-1,"Tous les 15 favs, je nomme un meilleur joueur en Coupe du monde que Cristiano Ronaldo. https://t.co/KnPrLauSEM",['coupe'],192.168.1.254
115,115.0,,1655718049209614341,-1,@vanessacrossou1 Menacé de mort par la mafia des violence conjugale sèche des entraînement ou alors ne vient pas aux entraînements+ la mort de son père qui lui a fait perdre la tête,"['violence', 'entrainement']",192.168.1.254
